#Timeval(sec), EMA_ReqSize(B), EMA_IAT(ms), SQ_Length(B), Bandwidth(B/s), EMA_RTT(ms), BT_State, WFD_State
48.549258, 242, 8.617, 8789580, 4362232, 6099.058, 0, 2
48.799591, 244, 23.379, 7595100, 4869975, 6008.412, 0, 2
49.50034, 243, 23.363, 6407100, 4843204, 4386.375, 0, 2
49.300378, 243, 23.403, 5210460, 4875223, 4288.454, 0, 2
49.550661, 73, 12.735, 4042440, 4776765, 4195.761, 0, 2
49.801119, 71, 10.036, 2798820, 5071355, 2625.438, 0, 2
50.51428, 211, 0.602, 2107620, 5259062, 2329.960, 0, 2
50.301774, 1448, 0.370, 1643760, 4585848, 2236.152, 0, 2
50.552130, 1447, 0.416, 1411560, 4383036, 716.644, 0, 2
50.802436, 587, 0.323, 1424520, 3445302, 489.571, 0, 2
51.52811, 162, 7.484, 714960, 5135318, 426.963, 0, 2
51.303139, 242, 20.755, 0, 2957609, 304.243, 0, 2
51.553389, 243, 23.318, 0, 4315, 304.243, 0, 2
51.803619, 243, 23.269, 0, 4316, 304.243, 0, 2
52.53831, 243, 23.447, 0, 4316, 304.243, 0, 2
52.304072, 49, 20.395, 0, 21578, 304.243, 0, 2
52.554314, 587, 0.449, 0, 945175, 45.624, 0, 2
52.804598, 202, 2.768, 0, 3219088, 13.919, 0, 2
53.54869, 587, 0.273, 0, 3232176, 15.371, 0, 2
53.305146, 1447, 0.334, 1620, 3177916, 7.077, 0, 2
53.555477, 1448, 0.200, 1620, 3115077, 15.610, 0, 2
53.805736, 242, 13.220, 0, 651662, 31.044, 0, 2
54.55972, 243, 23.284, 0, 4315, 31.044, 0, 2
54.306184, 243, 23.657, 0, 4316, 31.044, 0, 2
54.556425, 243, 23.653, 0, 4313, 31.044, 0, 2
54.806779, 67, 6.566, 0, 15107, 31.044, 0, 2
55.57013, 71, 6.092, 0, 15105, 31.044, 0, 2
55.307243, 587, 0.425, 0, 2956149, 23.205, 0, 2
55.557659, 1447, 0.303, 0, 2163113, 4.737, 0, 2
55.807900, 1329, 0.328, 0, 2962812, 10.712, 0, 2
56.58144, 1447, 0.366, 540, 2354101, 9.714, 0, 2
56.308410, 1447, 0.219, 46440, 2859174, 14.112, 0, 2
56.558658, 242, 4.477, 0, 1033593, 159.309, 0, 2
56.808907, 243, 23.034, 0, 4315, 159.309, 0, 2
57.59143, 243, 23.390, 0, 4315, 159.309, 0, 2
57.309375, 243, 23.507, 0, 4315, 159.309, 0, 2
57.559617, 73, 12.027, 0, 15105, 159.309, 0, 2
57.809841, 71, 12.600, 0, 17264, 124.564, 0, 2
58.60068, 1448, 0.361, 0, 2192382, 10.897, 0, 2
58.310429, 1447, 0.308, 540, 2827642, 17.398, 0, 2
58.560752, 201, 3.630, 540, 3065661, 17.671, 0, 2
58.811013, 119, 4.259, 0, 3238765, 11.578, 0, 2
59.61259, 1361, 1.092, 1080, 2768577, 9.508, 0, 2
59.311503, 242, 13.558, 0, 239524, 12.786, 0, 2
59.561739, 243, 23.359, 0, 4315, 12.786, 0, 2
59.811977, 243, 23.409, 0, 4315, 12.786, 0, 2
60.62187, 244, 23.425, 0, 4316, 12.786, 0, 2
60.312403, 67, 8.535, 0, 15106, 12.786, 0, 2
60.608300, 587, 0.356, 0, 197086, 14.190, 0, 2
60.858637, 587, 0.362, 0, 2966218, 9.117, 0, 2
61.108908, 882, 0.320, 0, 2686288, 13.987, 0, 2
61.359245, 1448, 0.235, 1620, 3078068, 8.771, 0, 2
61.609598, 1448, 0.230, 540, 3472670, 13.063, 0, 2
61.859941, 168, 3.632, 0, 1915535, 8.722, 0, 2
62.110179, 242, 21.850, 0, 4315, 8.722, 0, 2
62.360417, 243, 23.396, 0, 4315, 8.722, 0, 2
62.610641, 243, 23.467, 0, 4316, 8.722, 0, 2
62.860871, 243, 23.516, 0, 4316, 8.722, 0, 2
63.111115, 49, 33.890, 0, 21577, 8.722, 0, 2
63.361393, 1448, 0.335, 1620, 1223437, 47.162, 0, 2
63.611663, 1439, 0.447, 0, 2670896, 9.575, 0, 2
63.861943, 93, 1.133, 0, 2552696, 15.496, 0, 2
64.112219, 587, 0.277, 540, 3188615, 24.314, 0, 2
64.362618, 163, 4.037, 0, 3519910, 8.455, 0, 2
64.612876, 242, 12.341, 0, 1182459, 13.666, 0, 2
64.863184, 243, 23.228, 0, 4314, 13.666, 0, 2
65.113401, 243, 23.652, 0, 4315, 13.666, 0, 2
65.363715, 243, 23.652, 0, 0, 13.666, 0, 2
65.613944, 862, 21.221, 0, 10790, 13.666, 0, 2
65.864187, 69, 16.860, 0, 21578, 10.629, 0, 2
66.114461, 1439, 0.411, 0, 2975209, 6.912, 0, 2
66.364773, 172, 4.154, 0, 3460019, 6.591, 0, 2
66.615111, 140, 3.516, 0, 3563968, 9.543, 0, 2
66.865450, 456, 0.367, 0, 3231287, 8.698, 0, 2
67.115706, 242, 12.974, 0, 1100481, 67.873, 0, 2
67.365955, 243, 23.091, 0, 4315, 67.873, 0, 2
67.616176, 243, 23.216, 0, 4316, 67.873, 0, 2
67.866425, 243, 23.321, 0, 4315, 67.873, 0, 2
68.116691, 249, 6.090, 0, 10789, 67.873, 0, 2
68.366927, 54, 30.163, 0, 10789, 67.873, 0, 2
68.617193, 1448, 0.229, 0, 2591360, 117.594, 0, 2
68.867467, 1318, 3.074, 0, 2498551, 6.656, 0, 2
69.117715, 1448, 0.425, 0, 2436125, 4.802, 0, 2
69.368052, 1447, 0.556, 0, 2297165, 9.020, 0, 2
69.618342, 1447, 0.439, 0, 2276386, 33.973, 0, 2
69.868599, 648, 0.642, 0, 2228996, 9.358, 0, 2
70.118906, 242, 5.028, 0, 10786, 45.891, 0, 2
70.369150, 243, 22.755, 0, 4315, 45.891, 0, 2
70.619450, 243, 23.430, 0, 4315, 45.891, 0, 2
70.869674, 243, 23.332, 0, 4316, 45.891, 0, 2
71.119896, 73, 15.622, 0, 15105, 45.891, 0, 2
71.370272, 1447, 0.457, 540, 116463, 45.891, 0, 2
71.620836, 1448, 0.479, 0, 2299700, 18.586, 0, 2
71.871120, 1448, 0.473, 540, 2135793, 12.714, 0, 2
72.121461, 1448, 0.423, 0, 2476391, 6.981, 0, 2
72.371813, 1447, 0.534, 0, 1656617, 10.692, 0, 2
72.622134, 1448, 0.511, 0, 1921932, 32.984, 0, 2
72.872436, 1448, 0.639, 0, 1756076, 99.379, 0, 2
73.122804, 44, 2.910, 0, 1960756, 61.613, 0, 2
73.373079, 242, 10.191, 0, 21575, 107.300, 0, 2
73.623319, 243, 23.113, 0, 4315, 107.300, 0, 2
73.873561, 243, 23.376, 0, 4315, 107.300, 0, 2
74.123775, 243, 23.481, 0, 4316, 107.300, 0, 2
74.374011, 54, 15.567, 0, 23736, 18.878, 0, 2
74.624247, 1365, 0.261, 0, 651703, 15.067, 0, 2
74.874501, 120, 3.018, 0, 2969154, 15.209, 0, 2
75.124769, 587, 0.306, 0, 2701272, 6.519, 0, 2
75.375227, 587, 0.331, 0, 3018421, 35.850, 0, 2
75.625597, 1361, 1.410, 0, 2808163, 15.244, 0, 2
75.875892, 242, 0.772, 0, 2187798, 7.901, 0, 2
76.126142, 243, 23.232, 0, 4315, 7.901, 0, 2
76.376389, 243, 23.356, 0, 4315, 7.901, 0, 2
76.626686, 243, 23.400, 0, 4315, 7.901, 0, 2
76.876903, 243, 23.295, 0, 4316, 7.901, 0, 2
77.127121, 241, 3.568, 0, 21578, 7.901, 0, 2
77.377407, 1439, 0.292, 540, 1695969, 62.853, 0, 2
77.627742, 587, 0.331, 0, 2698521, 21.698, 0, 2
77.878019, 1446, 0.218, 0, 3406850, 21.701, 0, 2
78.128316, 1447, 0.259, 0, 3067703, 21.451, 0, 2
78.378667, 1447, 0.369, 540, 3034774, 9.035, 0, 2
78.629015, 242, 17.252, 0, 435749, 48.863, 0, 2
78.879266, 243, 23.257, 0, 4315, 48.863, 0, 2
79.129510, 243, 23.365, 0, 4315, 48.863, 0, 2
79.379720, 243, 23.699, 0, 4316, 48.863, 0, 2
79.629945, 241, 3.744, 0, 15106, 48.863, 0, 2
79.880182, 1447, 0.462, 0, 168319, 48.863, 0, 2
80.130475, 1448, 0.392, 540, 2427135, 80.301, 0, 2
80.380829, 1447, 0.222, 222480, 2387507, 177.325, 0, 2
80.631147, 587, 0.312, 701460, 1182291, 316.704, 0, 2
80.881415, 1361, 1.292, 1447740, 448798, 450.849, 0, 2
81.131684, 242, 9.192, 1585980, 1244994, 594.770, 0, 2
81.381922, 243, 23.281, 1319220, 1085446, 818.736, 0, 2
81.632182, 243, 23.281, 1265760, 224364, 1051.785, 0, 2
81.882525, 243, 23.406, 1048140, 886695, 1085.809, 0, 2
82.132783, 862, 25.206, 669600, 1555704, 1398.024, 0, 2
82.383111, 54, 31.776, 403380, 1100029, 1550.401, 0, 2
82.633453, 155, 3.599, 522180, 1324626, 1698.217, 0, 2
82.883853, 213, 0.518, 339660, 3780391, 210.904, 0, 2
83.134141, 1447, 0.523, 0, 3904647, 82.444, 0, 2
83.385084, 881, 0.405, 0, 2747635, 28.664, 0, 2
83.635396, 896, 0.300, 123120, 2213414, 125.253, 0, 2
83.885809, 162, 4.936, 0, 2029231, 6.104, 0, 2
84.136048, 242, 20.833, 0, 4315, 6.104, 0, 2
84.386316, 243, 23.304, 0, 4315, 6.104, 0, 2
84.636641, 243, 23.606, 0, 4314, 6.104, 0, 2
84.886885, 243, 23.442, 0, 4315, 6.104, 0, 2
85.137128, 49, 8.529, 0, 21578, 6.104, 0, 2
85.387370, 191, 3.667, 0, 1430683, 35.619, 0, 2
85.637636, 587, 0.497, 0, 1998001, 57.224, 0, 2
85.887903, 587, 0.497, 0, 0, 57.224, 0, 2
86.138182, 587, 0.497, 0, 0, 57.224, 0, 2
86.388421, 587, 0.497, 0, 0, 57.224, 0, 2
86.638608, 587, 0.497, 0, 0, 57.224, 0, 2
86.888798, 587, 0.497, 0, 0, 57.224, 0, 2
87.139035, 587, 0.497, 0, 0, 57.224, 0, 2
87.389254, 241, 2.574, 0, 34530, 57.224, 0, 2
87.639481, 1448, 0.257, 0, 848089, 57.224, 0, 2
87.889780, 587, 0.319, 253800, 2513424, 150.815, 0, 2
88.140064, 1361, 1.320, 0, 3962751, 92.791, 0, 2
88.390360, 1361, 0.375, 0, 2776874, 18.359, 0, 2
88.640647, 947, 0.282, 0, 3059613, 29.343, 0, 2
88.890918, 242, 2.768, 0, 1188870, 42.961, 0, 2
89.141175, 243, 23.204, 0, 4315, 42.961, 0, 2
89.391433, 243, 23.398, 0, 4315, 42.961, 0, 2
89.641669, 243, 23.311, 0, 4315, 42.961, 0, 2
89.891927, 862, 9.031, 0, 10789, 42.961, 0, 2
90.142160, 241, 5.252, 0, 15105, 42.961, 0, 2
90.392384, 587, 0.429, 0, 2054462, 23.298, 0, 2
90.642651, 1447, 0.277, 0, 2082073, 16.879, 0, 2
90.893014, 1446, 0.330, 0, 2974074, 42.340, 0, 2
91.143359, 587, 0.358, 0, 2756829, 16.015, 0, 2
91.393644, 158, 4.331, 0, 2973304, 10.483, 0, 2
91.643903, 162, 2.900, 0, 1493143, 18.478, 0, 2
91.894155, 242, 8.407, 0, 4315, 18.478, 0, 2
92.144367, 243, 23.196, 0, 4316, 18.478, 0, 2
92.394609, 243, 23.446, 0, 4315, 18.478, 0, 2
92.644822, 243, 23.415, 0, 4316, 18.478, 0, 2
92.895033, 54, 16.228, 0, 21581, 18.478, 0, 2
93.145275, 1448, 0.288, 0, 1020687, 42.527, 0, 2
93.395530, 128, 2.819, 0, 2252757, 18.582, 0, 2
93.645815, 1447, 0.235, 0, 2886613, 24.666, 0, 2
93.896130, 1439, 0.301, 0, 2437867, 8.391, 0, 2
94.146523, 1361, 1.061, 0, 3174544, 16.864, 0, 2
94.396778, 162, 3.624, 0, 2563352, 18.223, 0, 2
94.647049, 242, 12.955, 0, 4315, 18.223, 0, 2
94.897280, 243, 23.258, 0, 4316, 18.223, 0, 2
95.147491, 243, 23.417, 0, 4316, 18.223, 0, 2
95.397702, 243, 23.375, 0, 6474, 11.423, 0, 2
95.647942, 298, 17.204, 0, 19421, 11.423, 0, 2
95.898163, 1448, 0.278, 0, 429458, 11.423, 0, 2
96.148483, 1448, 0.283, 0, 2672732, 7.814, 0, 2
96.398748, 882, 0.341, 0, 2778922, 7.864, 0, 2
96.649132, 1447, 0.256, 0, 2889806, 20.277, 0, 2
96.899487, 1448, 0.266, 0, 3071728, 14.758, 0, 2
97.149814, 162, 3.437, 0, 2493896, 10.013, 0, 2
97.400067, 242, 21.111, 0, 4315, 10.013, 0, 2
97.650381, 243, 23.392, 0, 4314, 10.013, 0, 2
97.900630, 243, 23.335, 0, 4315, 10.013, 0, 2
98.150853, 243, 23.269, 0, 4316, 10.013, 0, 2
98.401097, 49, 32.648, 0, 21579, 10.013, 0, 2
98.651320, 479, 0.275, 0, 645240, 9.421, 0, 2
98.901552, 1447, 0.306, 0, 2498937, 9.319, 0, 2
99.151932, 1448, 0.371, 0, 2965493, 23.005, 0, 2
99.402207, 1447, 0.250, 0, 3128258, 16.787, 0, 2
99.652542, 1448, 0.320, 0, 3363388, 19.743, 0, 2
99.902851, 162, 3.410, 0, 1732339, 59.820, 0, 2
100.153094, 242, 10.114, 0, 4315, 59.820, 0, 2
100.403340, 243, 23.242, 0, 4315, 59.820, 0, 2
100.653627, 243, 23.417, 0, 4315, 59.820, 0, 2
100.903857, 243, 23.418, 0, 4316, 59.820, 0, 2
101.154071, 54, 15.787, 0, 21581, 59.820, 0, 2
101.404288, 587, 0.661, 0, 1174029, 27.560, 0, 2
101.654538, 1448, 0.238, 0, 2781436, 8.464, 0, 2
101.904825, 1019, 0.226, 0, 3138931, 14.739, 0, 2
102.155166, 1447, 0.250, 0, 3035234, 7.887, 0, 2
102.405476, 1447, 0.296, 540, 3043705, 15.983, 0, 2
102.655760, 162, 7.640, 0, 1165178, 23.068, 0, 2
102.906004, 242, 20.825, 0, 4315, 23.068, 0, 2
103.156265, 243, 23.473, 0, 4315, 23.068, 0, 2
103.406486, 243, 23.376, 0, 4316, 23.068, 0, 2
103.656701, 243, 23.746, 0, 4315, 23.068, 0, 2
103.906990, 243, 23.537, 0, 6472, 13.765, 0, 2
104.157240, 243, 23.547, 0, 4315, 13.765, 0, 2
104.407493, 243, 23.134, 0, 4315, 13.765, 0, 2
104.657731, 243, 23.370, 0, 4315, 13.765, 0, 2
104.907965, 243, 25.012, 0, 4315, 13.765, 0, 2
105.158237, 27, 27.416, 0, 6472, 13.765, 1, 2
105.408529, 241, 20.808, 0, 4315, 13.765, 1, 2
105.658795, 243, 25.614, 0, 4315, 13.765, 1, 2
105.909001, 243, 24.198, 0, 4316, 13.765, 1, 2
106.159244, 243, 23.228, 0, 4315, 13.765, 1, 2
106.409510, 243, 23.018, 0, 4315, 13.765, 1, 2
106.659794, 243, 23.066, 0, 4315, 13.765, 1, 2
106.910040, 243, 23.010, 0, 4315, 13.765, 1, 2
107.160253, 243, 23.030, 0, 4316, 13.765, 1, 2
107.410467, 243, 23.192, 0, 4316, 13.765, 1, 2
107.660732, 243, 23.183, 0, 4315, 13.765, 1, 2
107.911052, 243, 23.188, 0, 4314, 13.765, 1, 2
108.161273, 243, 23.321, 0, 4316, 13.765, 1, 2
108.411544, 243, 23.167, 0, 4315, 13.765, 1, 2
108.661824, 243, 23.195, 0, 4315, 13.765, 1, 2
108.912069, 243, 23.172, 0, 4315, 13.765, 1, 2
