#Timeval(sec), EMA_ReqSize(B), EMA_IAT(ms), SQ_Length(B), Bandwidth(B/s), EMA_RTT(ms), BT_State, WFD_State
73.593519, 1446, 0.327, 35325180, 51785, 25328.158, 2, 1
73.843789, 242, 0.763, 36013140, 110040, 25635.330, 2, 1
74.94058, 243, 23.179, 36000180, 58257, 25966.893, 2, 1
74.344279, 243, 23.318, 35974260, 110061, 26265.598, 2, 1
74.594560, 243, 23.471, 35948340, 107873, 26265.598, 2, 1
74.844894, 24, 35.976, 35948880, 0, 26265.598, 2, 1
75.95173, 54, 15.526, 35941320, 53941, 26769.924, 2, 1
75.345434, 1435, 0.495, 36298800, 0, 26769.924, 2, 1
75.595734, 1361, 1.260, 36992700, 51778, 26769.924, 2, 1
75.846019, 637, 0.426, 37898820, 0, 26769.924, 2, 1
76.96301, 1447, 0.219, 38725560, 60411, 27805.256, 2, 1
76.346573, 168, 2.496, 39419460, 51784, 27805.256, 2, 1
76.596830, 242, 17.254, 39418920, 8630, 28299.885, 2, 1
76.847079, 243, 23.248, 39407040, 51787, 28299.885, 2, 1
77.97339, 243, 23.376, 39408120, 0, 28299.885, 2, 1
77.347590, 243, 23.733, 39396240, 51789, 28299.885, 2, 1
77.597849, 55, 17.419, 39401640, 0, 28299.885, 2, 1
77.848115, 1447, 0.359, 39645180, 60415, 29496.768, 2, 1
78.98379, 587, 0.231, 40449240, 0, 29496.768, 2, 1
78.348640, 637, 0.241, 41341860, 58258, 30152.391, 2, 1
78.598906, 587, 0.274, 42127020, 0, 30152.391, 2, 1
78.849166, 162, 3.883, 42877080, 51785, 30152.391, 2, 1
79.99425, 242, 9.174, 42878160, 0, 30152.391, 2, 1
79.349612, 243, 23.277, 42879240, 0, 30152.391, 2, 1
79.599872, 243, 23.360, 42867360, 51784, 30152.391, 2, 1
79.850153, 243, 23.322, 42868440, 0, 30152.391, 2, 1
80.100380, 296, 18.280, 42861420, 49633, 31833.055, 2, 1
80.350653, 1448, 0.223, 43008840, 0, 31833.055, 2, 1
80.600929, 202, 2.575, 43885800, 0, 31833.055, 2, 1
80.851204, 637, 0.368, 44832420, 0, 31833.055, 2, 1
81.101542, 1448, 0.215, 45564660, 56084, 31833.055, 2, 1
81.351799, 1448, 0.197, 46340640, 8630, 32935.266, 2, 1
81.602065, 162, 4.782, 46353060, 51781, 32935.266, 2, 1
81.852336, 242, 20.812, 46341180, 51786, 32935.266, 2, 1
82.102575, 243, 23.274, 46207800, 537298, 33717.270, 0, 2
82.352854, 243, 23.584, 46079820, 519985, 34184.895, 0, 2
82.603126, 54, 38.800, 45941040, 578285, 34401.207, 0, 2
82.853371, 1439, 0.315, 45995040, 530827, 34563.129, 0, 2
83.103638, 587, 0.416, 46589040, 263232, 34803.875, 0, 2
83.353934, 587, 0.416, 46565820, 97082, 35089.043, 0, 2
83.604199, 587, 0.416, 46498860, 271873, 35322.734, 0, 2
83.854455, 587, 0.416, 46378980, 509235, 34054.055, 0, 2
84.104722, 69, 853.428, 46367640, 49626, 34053.965, 3, 2
84.354986, 69, 853.428, 46347660, 81990, 34418.781, 3, 2
84.605265, 69, 853.428, 46313100, 140240, 34610.605, 3, 2
84.855574, 241, 2.569, 46247760, 304204, 34867.055, 3, 2
85.105854, 1361, 1.534, 46200240, 662375, 35082.262, 0, 2
85.356144, 1361, 0.964, 46982160, 163970, 35233.211, 0, 2
85.606416, 587, 0.223, 47771640, 0, 35233.211, 0, 2
85.856664, 724, 0.224, 48375900, 515725, 35875.746, 0, 2
86.106922, 587, 0.217, 49175640, 127308, 36122.941, 0, 2
86.357203, 242, 2.782, 49003920, 1643973, 36182.723, 0, 2
86.607486, 243, 23.227, 48819780, 750862, 36399.074, 0, 2
86.857734, 243, 23.371, 48466080, 1452251, 36561.215, 0, 2
87.107968, 243, 23.329, 48238200, 930092, 36754.535, 0, 2
87.358206, 338, 61.795, 48045960, 794135, 36944.613, 0, 2
87.608437, 71, 14.523, 47771100, 1139427, 37058.566, 0, 2
87.858720, 1447, 0.281, 48331080, 248112, 37363.008, 1, 2
88.109024, 1447, 0.196, 48785760, 737822, 37542.805, 1, 2
88.359312, 1300, 0.465, 49245840, 1279425, 37628.359, 1, 2
88.609572, 1447, 0.206, 49782060, 990401, 37807.922, 1, 2
88.859836, 162, 2.885, 50220000, 1093972, 37993.516, 1, 2
89.110086, 242, 8.389, 49617360, 2461969, 36614.129, 1, 2
89.360350, 243, 23.264, 48630780, 3989626, 36685.742, 1, 2
89.610616, 243, 23.509, 47848860, 3184795, 36721.984, 1, 2
89.860893, 243, 23.489, 47023740, 3376632, 36688.859, 1, 2
90.111179, 296, 17.399, 46668420, 1499568, 36623.383, 1, 2
90.361424, 400, 0.257, 46687320, 0, 36623.383, 1, 2
90.611644, 1448, 0.199, 47217600, 787690, 35680.965, 1, 2
90.861913, 205, 3.954, 47975220, 60415, 35796.555, 1, 2
91.112175, 1447, 0.192, 48703680, 176931, 35963.102, 1, 2
91.362441, 1447, 0.219, 49584960, 142408, 36231.660, 1, 2
91.612692, 162, 3.545, 49881960, 75518, 36510.090, 1, 2
91.862961, 242, 12.939, 49842540, 163982, 36876.117, 1, 2
92.113253, 243, 23.260, 49814460, 120824, 37110.527, 1, 2
92.363503, 243, 23.409, 49815540, 0, 37110.527, 1, 2
92.613770, 862, 21.586, 49779360, 157517, 37575.488, 1, 2
92.864023, 55, 15.983, 49707540, 306402, 37855.039, 1, 2
93.114282, 1448, 0.256, 50215140, 43156, 37939.828, 1, 2
93.364533, 213, 0.287, 50851260, 142413, 38338.477, 2, 0
93.614793, 198, 2.537, 51693660, 0, 38338.477, 2, 0
93.865047, 587, 0.284, 52551720, 6473, 38795.645, 2, 0
94.115309, 162, 3.413, 53167320, 56101, 38846.738, 2, 0
94.365555, 242, 21.076, 53168400, 0, 38846.738, 2, 0
94.615751, 243, 23.336, 53169480, 0, 38846.738, 2, 0
94.865984, 243, 23.334, 53157600, 51788, 38846.738, 2, 0
95.116249, 243, 23.249, 53151660, 30209, 39806.023, 2, 0
95.366493, 49, 32.632, 53144640, 51788, 39806.023, 2, 3
95.616743, 587, 0.278, 53366580, 51788, 39806.023, 2, 3
95.867001, 1439, 0.622, 54087480, 0, 39806.023, 2, 3
96.117279, 1448, 0.208, 54851040, 88461, 40732.512, 2, 0
96.367636, 1448, 0.207, 55672920, 32352, 41191.395, 2, 1
96.617946, 465, 0.258, 56532060, 51776, 41191.395, 2, 1
96.868218, 242, 10.077, 56595780, 51780, 41191.395, 2, 1
97.118478, 243, 23.230, 56570940, 105734, 41811.934, 2, 1
97.368730, 243, 23.390, 56556900, 62572, 42028.230, 2, 1
97.618993, 243, 23.450, 56531520, 107885, 42441.484, 2, 1
97.869310, 67, 13.112, 56508300, 110029, 42615.336, 2, 1
98.119541, 71, 9.836, 56499120, 51792, 42615.336, 2, 1
98.369750, 587, 0.283, 57208140, 0, 42615.336, 2, 1
98.620012, 1041, 0.188, 58063500, 58257, 43327.129, 2, 1
98.870267, 724, 0.269, 58911840, 110047, 43650.383, 2, 1
99.120582, 1447, 0.332, 59738580, 110021, 43944.121, 2, 1
99.370837, 162, 7.626, 59934060, 53943, 43944.121, 2, 1
99.621147, 242, 20.762, 59907600, 110020, 43944.121, 2, 1
99.871425, 243, 23.461, 59882760, 103570, 43944.121, 2, 1
100.121659, 243, 23.361, 59868720, 66894, 44875.500, 2, 1
100.371924, 243, 23.731, 59843880, 105728, 45130.551, 2, 1
100.622200, 243, 23.523, 59832000, 51781, 45130.551, 2, 1
100.872460, 243, 23.455, 59806080, 110043, 45425.453, 2, 1
101.122740, 243, 23.112, 59780160, 110043, 45716.094, 2, 1
101.372983, 243, 23.365, 59754240, 110051, 46000.141, 2, 1
101.623243, 243, 24.946, 59741280, 58257, 46166.398, 2, 1
101.873491, 243, 21.578, 59715360, 110052, 46437.660, 2, 1
102.123717, 243, 23.147, 59703480, 51790, 46437.660, 2, 1
102.373989, 243, 25.654, 59704560, 0, 46437.660, 2, 1
102.624186, 243, 24.191, 59705640, 0, 46437.660, 2, 1
102.874436, 243, 23.152, 59706720, 0, 46437.660, 2, 1
103.124616, 243, 22.993, 59707800, 0, 46437.660, 2, 1
103.374789, 243, 23.052, 59708880, 0, 46437.660, 2, 1
103.625029, 243, 22.971, 59709960, 0, 46437.660, 2, 1
103.875289, 243, 23.048, 59711040, 0, 46437.660, 2, 1
104.125502, 243, 23.112, 59712120, 0, 46437.660, 2, 1
104.375682, 243, 23.097, 59713200, 0, 46437.660, 2, 1
104.625865, 243, 23.183, 59714280, 0, 46437.660, 2, 1
104.876100, 243, 23.094, 59715360, 0, 46437.660, 2, 1
105.126359, 243, 23.166, 59716440, 0, 46437.660, 2, 1
105.376538, 243, 23.116, 59717520, 0, 46437.660, 2, 1
105.626714, 243, 23.098, 59718600, 0, 46437.660, 2, 1
