"No.","Time","Source","Destination","Length","Info","PayloadBT","Payload","Protocol"
"121","0.183018000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=80718 Win=2024 Len=0 TSval=1214366960 TSecr=321346","","0","TCP"
"122","0.183076000","192.168.0.33","192.168.0.4","1514","unknown 0x01 [Malformed Packet]","","1448","IPA"
"123","0.183183000","192.168.0.33","192.168.0.4","108","unknown 0x26 [Malformed Packet]","","42","IPA"
"124","0.183574000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0xe1 [Malformed Packet]","","1448","RSL"
"125","0.183912000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=85104 Win=2024 Len=0 TSval=1214366961 TSecr=321346","","0","TCP"
"126","0.183958000","192.168.0.33","192.168.0.4","1514","unknown 0xe0 [Malformed Packet]","","1448","IPA"
"127","0.184088000","192.168.0.33","192.168.0.4","94","unknown 0x95 [Malformed Packet]","","28","IPA"
"128","0.184548000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0xc5 [Malformed Packet]","","1448","RSL"
"129","0.184795000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=88028 Win=2024 Len=0 TSval=1214366961 TSecr=321346","","0","TCP"
"130","0.184909000","192.168.0.33","192.168.0.4","80","unknown 0x19 [Malformed Packet]","","14","IPA"
"131","0.184964000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0x0b [Malformed Packet]","","1448","RSL"
"132","0.185272000","192.168.0.33","192.168.0.4","1514","unknown 0x22 [Malformed Packet]","","1448","IPA"
"133","0.185442000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=89490 Win=2025 Len=0 TSval=1214366962 TSecr=321347","","0","TCP"
"134","0.185529000","192.168.0.33","192.168.0.4","94","unknown 0x6f [Malformed Packet]","","28","IPA"
"135","0.185567000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0xf4 [Malformed Packet]","","1448","RSL"
"136","0.185786000","192.168.0.33","192.168.0.4","1514","unknown 0x95 [Malformed Packet]","","1448","IPA"
"137","0.186000000","192.168.0.33","192.168.0.4","1514","unknown 0x14 [Malformed Packet]","","1448","IPA"
"138","0.186155000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=92414 Win=2024 Len=0 TSval=1214366962 TSecr=321347","","0","TCP"
"139","0.186223000","192.168.0.33","192.168.0.4","108","unknown 0xfb [Malformed Packet]","","42","IPA"
"140","0.186264000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0x16 [Malformed Packet]","","1448","RSL"
"141","0.186714000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=96800 Win=2024 Len=0 TSval=1214366963 TSecr=321347","","0","TCP"
"142","0.186786000","192.168.0.33","192.168.0.4","80","unknown 0xac [Malformed Packet]","","14","IPA"
"143","0.187213000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=98262 Win=2047 Len=0 TSval=1214366963 TSecr=321347","","0","TCP"
"144","0.187378000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0x9b [Malformed Packet]","","1448","RSL"
"145","0.187462000","192.168.0.33","192.168.0.4","1514","unknown 0xd6 [Malformed Packet]","","1448","IPA"
"146","0.187514000","192.168.0.33","192.168.0.4","1514","unknown 0x01 [Malformed Packet]","","1448","IPA"
"147","0.187541000","192.168.0.33","192.168.0.4","108","unknown 0x77 [Malformed Packet]","","42","IPA"
"148","0.187590000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0xeb [Malformed Packet]","","1448","RSL"
"149","0.187636000","192.168.0.33","192.168.0.4","1514","unknown 0x4d [Malformed Packet]","","1448","IPA"
"150","0.187709000","192.168.0.33","192.168.0.4","1514","unknown 0x7e [Malformed Packet]","","1448","IPA"
"151","0.188534000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=102648 Win=2024 Len=0 TSval=1214366964 TSecr=321347","","0","TCP"
"152","0.188653000","192.168.0.33","192.168.0.4","1286","unknown 0xe4 [Malformed Packet]","","1220","IPA"
"153","0.189376000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=108212 Win=2028 Len=0 TSval=1214366965 TSecr=321347","","0","TCP"
"154","0.198849000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0xb9 [Malformed Packet]","","1448","RSL"
"155","0.198993000","192.168.0.33","192.168.0.4","80","unknown 0x28 [Malformed Packet]","","14","IPA"
"156","0.199120000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0x47 [Malformed Packet]","","1448","RSL"
"157","0.199297000","192.168.0.33","192.168.0.4","1514","unknown 0xa3 [Malformed Packet]","","1448","IPA"
"158","0.199476000","192.168.0.33","192.168.0.4","1514","unknown 0x04 [Malformed Packet]","","1448","IPA"
"159","0.199642000","192.168.0.33","192.168.0.4","1514","unknown 0x46 [Malformed Packet]","","1448","IPA"
"160","0.199699000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=109674 Win=2025 Len=0 TSval=1214366975 TSecr=321348","","0","TCP"
"161","0.199761000","192.168.0.33","192.168.0.4","122","unknown 0x9e [Malformed Packet]","","56","IPA"
"162","0.199810000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0x3b [Malformed Packet]","","1448","RSL"
"163","0.199978000","192.168.0.33","192.168.0.4","1514","unknown 0x3f [Malformed Packet]","","1448","IPA"
"164","0.200149000","192.168.0.33","192.168.0.4","1514","unknown 0x66 [Malformed Packet]","","1448","IPA"
"165","0.200326000","192.168.0.33","192.168.0.4","1514","unknown 0x76 [Malformed Packet]","","1448","IPA"
"166","0.200419000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=115522 Win=2024 Len=0 TSval=1214366975 TSecr=321348","","0","TCP"
"167","0.200467000","192.168.0.33","192.168.0.4","122","unknown 0x09 [Malformed Packet]","","56","IPA"
"168","0.201038000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=121370 Win=2024 Len=0 TSval=1214366976 TSecr=321348","","0","TCP"
"169","0.201086000","192.168.0.33","192.168.0.4","157","unknown 0x01 [Malformed Packet]","","91","IPA"
"170","0.201578000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=121461 Win=2046 Len=0 TSval=1214366976 TSecr=321348","","0","TCP"
"171","0.277386000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0x52 [Malformed Packet]","","1448","RSL"
"172","0.277542000","192.168.0.33","192.168.0.4","80","unknown 0xf3 [Malformed Packet]","","14","IPA"
"173","0.277614000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0xf1 [Malformed Packet]","","1448","RSL"
"174","0.277774000","192.168.0.33","192.168.0.4","1514","unknown 0x84 [Malformed Packet]","","1448","IPA"
"175","0.278191000","192.168.0.33","192.168.0.4","1514","unknown 0x18 [Malformed Packet]","","1448","IPA"
"176","0.278300000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=122923 Win=2025 Len=0 TSval=1214367052 TSecr=321356","","0","TCP"
"177","0.278350000","192.168.0.33","192.168.0.4","1038","unknown 0xf6 [Malformed Packet]","","972","IPA"
"178","0.278304000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=124371 Win=2048 Len=0 TSval=1214367052 TSecr=321356","","0","TCP"
"179","0.278372000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0x8a [Malformed Packet]","","1448","RSL"
"180","0.278926000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=127267 Win=2025 Len=0 TSval=1214367052 TSecr=321356","","0","TCP"
"181","0.278927000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=128239 Win=2010 Len=0 TSval=1214367052 TSecr=321356","","0","TCP"
"182","0.278962000","192.168.0.33","192.168.0.4","847","unknown 0x5c [Malformed Packet]","","781","IPA"
"183","0.279416000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=130468 Win=2013 Len=0 TSval=1214367053 TSecr=321356","","0","TCP"
"184","0.317559000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0x93 [Malformed Packet]","","1448","RSL"
"185","0.317689000","192.168.0.33","192.168.0.4","80","unknown 0xae [Malformed Packet]","","14","IPA"
"186","0.317780000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0x7b [Malformed Packet]","","1448","RSL"
"187","0.318413000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=131930 Win=2025 Len=0 TSval=1214367090 TSecr=321360","","0","TCP"
"188","0.318462000","192.168.0.33","192.168.0.4","890","unknown 0x76 [Malformed Packet]","","824","IPA"
"189","0.318416000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=133378 Win=2048 Len=0 TSval=1214367090 TSecr=321360","","0","TCP"
"190","0.319021000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=134202 Win=2035 Len=0 TSval=1214367090 TSecr=321360","","0","TCP"
"191","0.359287000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0x9e [Malformed Packet]","","1448","RSL"
"192","0.359392000","192.168.0.33","192.168.0.4","80","unknown 0x11 [Malformed Packet]","","14","IPA"
"193","0.359480000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0xf2 [Malformed Packet]","","1448","RSL"
"194","0.359637000","192.168.0.33","192.168.0.4","1514","unknown 0x8a [Malformed Packet]","","1448","IPA"
"195","0.360158000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=135664 Win=2025 Len=0 TSval=1214367131 TSecr=321364","","0","TCP"
"196","0.360203000","192.168.0.33","192.168.0.4","1026","unknown 0x01 [Malformed Packet]","","960","IPA"
"197","0.360783000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=139520 Win=2033 Len=0 TSval=1214367131 TSecr=321364","","0","TCP"
"198","0.398266000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0x1d [Malformed Packet]","","1448","RSL"
"199","0.398371000","192.168.0.33","192.168.0.4","80","unknown 0x4b [Malformed Packet]","","14","IPA"
"200","0.398458000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0x7d [Malformed Packet]","","1448","RSL"
"201","0.398615000","192.168.0.33","192.168.0.4","1514","unknown 0x68 [Malformed Packet]","","1448","IPA"
"202","0.399059000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=140982 Win=2025 Len=0 TSval=1214367169 TSecr=321368","","0","TCP"
"203","0.399095000","192.168.0.33","192.168.0.4","725","unknown 0x72 [Malformed Packet]","","659","IPA"
"204","0.399198000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=142430 Win=2048 Len=0 TSval=1214367169 TSecr=321368","","0","TCP"
"205","0.399689000","192.168.0.4","192.168.0.33","66","55546 > 5000 [ACK] Seq=1 Ack=144537 Win=2037 Len=0 TSval=1214367169 TSecr=321368","","0","TCP"
"206","0.438234000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0x55 [Malformed Packet]","","1448","RSL"
"207","0.438374000","192.168.0.33","192.168.0.4","80","unknown 0xb0 [Malformed Packet]","","14","IPA"
"208","0.438476000","192.168.0.33","192.168.0.4","1514","unknown 0 unknown 0x57 [Malformed Packet]","","1448","RSL"
"209","0.438627000","192.168.0.33","192.168.0.4","1514","unknown 0x7c [Malformed Packet]","","1448","IPA"
