"No.","Time","Source","Destination","Length","Info","PayloadBT","Payload","Protocol"
"471","13.695358000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"472","13.695387000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"474","13.796037000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"475","13.796070000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"478","13.899689000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"479","13.899723000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"482","14.000365000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"483","14.000528000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"486","14.357582000","remote ()","localhost ()","14","Rcvd Connection oriented channel","5","","L2CAP"
"487","14.357725000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"488","14.357738000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"489","14.357743000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"490","14.357745000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"491","14.357749000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"493","14.357825000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"496","14.417582000","remote ()","localhost ()","14","Rcvd Connection oriented channel","5","","L2CAP"
"497","14.417715000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"498","14.417728000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"501","14.507322000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"502","14.507460000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"504","14.580022000","remote ()","localhost ()","14","Rcvd Connection oriented channel","5","","L2CAP"
"505","14.606544000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"506","14.606629000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"508","14.706703000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"509","14.706833000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"513","14.807218000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"514","14.807298000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"516","14.892492000","remote ()","localhost ()","14","Rcvd Connection oriented channel","5","","L2CAP"
"517","14.908317000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"518","14.908443000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"520","15.010479000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"521","15.010550000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"523","15.114040000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"524","15.114181000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"526","15.156251000","remote ()","localhost ()","14","Rcvd Connection oriented channel","5","","L2CAP"
"527","15.216410000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"528","15.216587000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"530","15.319249000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"531","15.319467000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"533","15.422689000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"534","15.422790000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"536","15.436254000","remote ()","localhost ()","14","Rcvd Connection oriented channel","5","","L2CAP"
"537","15.522007000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"538","15.522136000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"540","15.624320000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"541","15.624393000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"543","15.725843000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"544","15.725980000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"545","15.827561000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"546","15.827693000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"548","15.912579000","remote ()","localhost ()","14","Rcvd Connection oriented channel","5","","L2CAP"
"550","15.929503000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"551","15.929672000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"553","16.029266000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"554","16.029339000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"556","16.105035000","remote ()","localhost ()","14","Rcvd Connection oriented channel","5","","L2CAP"
"557","16.130276000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"558","16.130438000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"560","16.230896000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"561","16.230967000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"562","16.332840000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"563","16.332938000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"566","16.345002000","remote ()","localhost ()","14","Rcvd Connection oriented channel","5","","L2CAP"
"567","16.434568000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"568","16.434645000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"570","16.536596000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"571","16.536736000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"573","16.636392000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"574","16.636464000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"576","16.656276000","remote ()","localhost ()","14","Rcvd Connection oriented channel","5","","L2CAP"
"577","16.738259000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"578","16.739423000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"580","16.838262000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"581","16.838344000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"583","16.939061000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"584","16.939418000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"586","16.967521000","remote ()","localhost ()","14","Rcvd Connection oriented channel","5","","L2CAP"
"587","17.040823000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"588","17.040910000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"590","17.142876000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"591","17.143223000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
"593","17.246309000","localhost ()","remote ()","29","Sent Connection oriented channel","20","","L2CAP"
"594","17.246349000","localhost ()","remote ()","282","Sent Connection oriented channel","273","","L2CAP"
