#Timeval(sec), EMA_ReqSize(B), EMA_IAT(ms), SQ_Length(B), Bandwidth(B/s), EMA_RTT(ms)
218.138229, 243, 23.182, 0, 4318, 1034.496
219.138483, 243, 23.291, 0, 4318, 1034.496
220.138761, 243, 23.435, 0, 4857, 214.764
221.139005, 244, 23.594, 0, 4318, 214.764
222.139256, 243, 23.451, 0, 4318, 214.764
223.139504, 243, 23.489, 0, 4318, 214.764
224.139754, 243, 23.205, 0, 4318, 214.764
225.140007, 243, 23.343, 0, 5397, 214.764
226.140279, 243, 23.314, 0, 82898, 214.764
227.140511, 243, 23.488, 0, 0, 47.923
228.140741, 243, 23.317, 0, 0, 47.923
229.140964, 243, 23.282, 0, 0, 47.923
230.141176, 243, 24.299, 0, 0, 47.923
231.141385, 243, 23.240, 0, 0, 47.923
232.141599, 243, 23.216, 0, 0, 47.923
233.141810, 243, 23.953, 0, 0, 64.758
234.142027, 243, 23.667, 0, 0, 64.758
235.142250, 243, 24.643, 0, 0, 64.758
236.142467, 243, 23.168, 0, 0, 64.758
237.142676, 243, 23.839, 0, 0, 64.758
238.142895, 243, 23.747, 0, 0, 64.758
239.143105, 243, 23.701, 0, 0, 56.317
240.143329, 243, 23.386, 0, 0, 56.317
241.143555, 243, 23.510, 0, 0, 56.317
242.143771, 243, 20.764, 0, 0, 56.317
243.143984, 243, 23.664, 0, 0, 56.317
244.144199, 243, 23.225, 0, 0, 56.317
245.144407, 243, 23.070, 0, 0, 43.660
246.144629, 243, 23.322, 0, 4316, 43.660
247.144863, 243, 23.493, 0, 4327, 43.660
248.145109, 243, 23.172, 0, 4335, 43.660
249.145351, 244, 23.689, 0, 4345, 43.660
250.145611, 243, 23.306, 0, 4354, 43.660
251.145831, 243, 23.498, 0, 4363, 43.660
252.146063, 883, 5.230, 36180, 113713, 419.500
253.146332, 624, 7.522, 115020, 59165, 789.335
254.146603, 335, 19.341, 184140, 112004, 1057.128
255.146856, 940, 11.609, 279720, 0, 1569.966
256.147105, 255, 0.327, 346140, 116921, 2296.220
257.147356, 1027, 2.885, 525420, 59724, 2769.829
258.218115, 1447, 0.483, 638280, 205485, 3103.469
259.218386, 424, 22.278, 839700, 42648, 3430.198
260.218713, 988, 3.099, 1215000, 25370, 4268.786
261.218953, 1005, 6.355, 1600560, 31851, 5102.270
262.219208, 1447, 0.599, 1978020, 40489, 5952.521
263.366229, 264, 17.715, 2366820, 22597, 5952.521
264.366472, 403, 6.083, 2769660, 14575, 7651.862
265.366713, 482, 3.563, 3141180, 12956, 7651.862
266.366946, 820, 16.917, 3281040, 231605, 9828.864
267.367191, 459, 12.570, 3180600, 516651, 10982.576
268.367433, 178, 0.792, 3298320, 265615, 9601.404
269.367704, 751, 20.840, 3594780, 104730, 9957.533
270.367965, 1280, 2.374, 3844260, 130646, 10545.734
271.368171, 1448, 0.264, 4120200, 102578, 11217.748
272.368434, 1443, 21.716, 4378320, 154398, 11486.191
273.368733, 1448, 0.276, 2720520, 0, 7542.220
274.369035, 557, 25.285, 0, 0, 8.287
275.369250, 1448, 0.314, 0, 578585, 44.410
276.369608, 166, 12.157, 0, 385070, 11.894
277.369835, 1447, 0.559, 0, 381618, 26.058
278.370239, 1448, 0.347, 0, 351735, 11.459
279.370534, 411, 6.289, 0, 393940, 9.386
280.370788, 1448, 0.478, 0, 379455, 18.848
281.371041, 1448, 0.546, 0, 360754, 16.381
282.371291, 453, 4.802, 0, 365956, 14.579
283.371534, 1448, 0.460, 0, 373461, 8.232
284.371767, 243, 23.827, 0, 4402, 19.174
285.372025, 243, 23.181, 0, 4410, 19.174
286.372303, 243, 29.798, 0, 4418, 19.174
287.372551, 243, 23.284, 0, 4427, 19.174
288.372774, 243, 24.509, 0, 4436, 171.391
289.373002, 243, 23.415, 0, 4449, 171.391
290.373234, 243, 23.356, 0, 4460, 171.391
291.373562, 243, 24.021, 0, 4510, 171.391
292.373816, 243, 22.668, 0, 4519, 171.391
293.374034, 243, 23.127, 0, 4530, 171.391
294.374282, 243, 23.255, 0, 6808, 339.466
295.374513, 243, 23.304, 0, 4550, 339.466
296.374745, 243, 23.364, 0, 4559, 339.466
297.375331, 243, 23.543, 0, 4562, 339.466
298.375580, 243, 23.227, 0, 4571, 339.466
299.375798, 243, 23.342, 0, 4581, 339.466
300.376018, 243, 23.526, 0, 4592, 339.466
301.376239, 243, 22.515, 0, 4602, 213.420
302.376478, 243, 23.233, 0, 4610, 213.420
303.383752, 243, 23.335, 0, 4484, 213.420
304.384002, 243, 23.246, 0, 0, 213.420
305.384251, 243, 23.241, 0, 4503, 213.420
306.384474, 243, 23.304, 0, 4513, 213.420
307.384704, 243, 23.414, 0, 4522, 42.474
308.401466, 243, 23.303, 0, 0, 42.474
309.401678, 243, 23.005, 0, 0, 42.474
310.401887, 243, 23.232, 0, 0, 42.474
311.402092, 243, 23.207, 0, 0, 42.474
312.402310, 243, 23.388, 0, 0, 42.474
313.404781, 243, 24.512, 0, 0, 15.503
314.404987, 243, 23.581, 0, 0, 15.503
315.405192, 243, 23.816, 0, 0, 15.503
316.405396, 243, 23.373, 0, 0, 15.503
317.405607, 243, 23.427, 0, 0, 15.503
318.413732, 243, 23.458, 0, 0, 15.503
319.413944, 243, 23.542, 0, 0, 18.602
320.414155, 243, 23.388, 0, 0, 18.602
321.414366, 243, 23.895, 0, 0, 18.602
322.414576, 244, 23.257, 0, 0, 18.602
323.417907, 243, 23.680, 0, 0, 18.602
324.418124, 243, 23.664, 0, 0, 18.602
325.418347, 243, 23.584, 0, 0, 18.602
326.418560, 243, 23.668, 0, 0, 19.651
327.418766, 243, 23.429, 0, 0, 19.651
328.421273, 243, 23.587, 0, 0, 19.651
329.421486, 243, 23.466, 0, 0, 19.651
330.421693, 243, 23.791, 0, 0, 19.651
331.421900, 243, 23.792, 0, 0, 19.651
332.422112, 243, 23.606, 0, 0, 228.345
333.431733, 243, 23.430, 0, 0, 228.345
334.431944, 243, 23.231, 0, 0, 228.345
335.432148, 243, 23.255, 0, 0, 228.345
336.432354, 243, 23.411, 0, 0, 228.345
337.432565, 243, 26.480, 0, 0, 228.345
338.437149, 243, 23.372, 0, 0, 38.455
339.437360, 243, 23.407, 0, 0, 38.455
340.437596, 243, 23.369, 0, 0, 38.455
341.437809, 243, 23.370, 0, 0, 38.455
342.438024, 243, 23.328, 0, 0, 38.455
343.442484, 1448, 0.511, 0, 803748, 7.070
344.442812, 991, 6.185, 0, 472736, 15.850
345.443070, 1447, 0.676, 0, 598201, 21.537
346.443305, 1395, 3.871, 0, 916683, 9.451
347.443525, 1448, 0.721, 0, 346746, 9.257
348.455715, 328, 12.540, 0, 21213, 20.380
349.455899, 1447, 0.591, 0, 564286, 44.359
350.456125, 1448, 0.532, 0, 679302, 7.396
351.456345, 1448, 0.603, 0, 301350, 9.662
352.456568, 1014, 0.653, 0, 190426, 21.006
353.463125, 255, 0.387, 0, 512946, 19.530
354.463381, 1448, 0.586, 0, 38724, 95.671
355.463609, 1447, 0.509, 0, 316321, 5.633
356.463842, 1448, 0.744, 0, 544558, 51.107
357.464155, 1448, 0.469, 0, 0, 5.562
358.468460, 1447, 1.008, 0, 397723, 9.283
359.468684, 1448, 0.787, 0, 1067993, 8.331
360.469014, 1436, 4.263, 0, 131157, 44.515
361.469244, 256, 6.621, 0, 0, 15.127
362.469458, 1446, 30.103, 0, 58536, 15.936
363.472805, 243, 23.552, 0, 0, 14.052
364.473020, 1448, 0.682, 0, 1417322, 10.072
365.473261, 1448, 0.307, 540, 2339226, 27.368
366.473583, 1447, 0.630, 0, 547005, 18.770
367.473812, 471, 9.086, 0, 571614, 17.463
368.480997, 1446, 0.381, 1080, 216497, 20.666
369.481228, 431, 4.267, 0, 413447, 9.867
370.481540, 1435, 22.836, 0, 123532, 5.639
371.481765, 1318, 6.916, 0, 65883, 11.512
372.481999, 490, 1.030, 0, 22470, 26.344
373.482229, 1055, 3.044, 0, 643869, 8.768
374.482467, 411, 2.312, 0, 684051, 15.106
375.482687, 1448, 0.610, 0, 580541, 12.690
376.483226, 1021, 13.895, 0, 52713, 20.217
377.483534, 255, 127.343, 0, 27713, 16.216
378.483741, 243, 24.624, 0, 0, 16.216
379.490691, 243, 23.183, 0, 0, 16.216
380.490905, 243, 23.336, 0, 0, 16.216
381.491160, 27, 57.766, 0, 32780, 348.326
382.491463, 243, 23.401, 0, 4318, 348.326
383.491714, 243, 23.214, 0, 4318, 348.326
384.491950, 243, 23.305, 0, 4318, 348.326
385.492180, 243, 23.431, 0, 4319, 348.326
386.492426, 243, 23.388, 0, 4318, 348.326
387.492662, 243, 23.210, 0, 4857, 71.690
388.492884, 243, 23.032, 0, 4319, 71.690
389.493112, 241, 9.332, 0, 4858, 71.690
390.493364, 243, 23.226, 0, 0, 71.690
391.493624, 243, 23.464, 0, 0, 71.690
392.493868, 243, 23.856, 0, 4578, 71.690
393.494093, 243, 23.573, 0, 6882, 58.249
394.494340, 243, 23.131, 0, 4597, 58.249
395.494569, 243, 23.122, 0, 4606, 58.249
396.494792, 243, 23.288, 0, 4615, 58.249
397.495030, 243, 23.194, 0, 4624, 58.249
398.495277, 243, 23.265, 0, 4632, 58.249
399.495514, 243, 25.622, 0, 4643, 58.249
400.495769, 243, 23.318, 0, 4653, 54.256
401.495991, 243, 23.231, 0, 4662, 54.256
402.496215, 243, 33.476, 0, 4672, 54.256
403.496463, 243, 23.407, 0, 4681, 54.256
404.496717, 243, 23.434, 0, 4689, 54.256
405.496954, 243, 23.532, 0, 0, 54.256
